               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 110,            0.038375,           0.0079406,            0.012013,             0.99729,                   1,               0.995,             0.77255,            0.043197,            0.004621,            0.013403,            0.006403,            0.006403,            0.006403
                 111,            0.039716,           0.0081193,            0.011954,             0.99814,                   1,               0.995,              0.9034,            0.035568,           0.0043286,            0.013428,             0.00637,             0.00637,             0.00637
                 112,            0.036784,           0.0086199,             0.01247,              0.9989,                   1,               0.995,             0.74041,            0.040145,           0.0047094,            0.013244,            0.006337,            0.006337,            0.006337
                 113,            0.036486,           0.0077317,            0.012108,              0.9976,                   1,               0.995,              0.8076,            0.040323,           0.0042586,            0.013209,            0.006304,            0.006304,            0.006304
                 114,            0.038071,           0.0082473,              0.0125,             0.99776,                   1,               0.995,             0.83556,            0.039069,           0.0041737,            0.013219,            0.006271,            0.006271,            0.006271
                 115,            0.035606,            0.008166,            0.011688,             0.99713,                   1,               0.995,             0.85626,            0.036612,           0.0041478,            0.013109,            0.006238,            0.006238,            0.006238
                 116,            0.037175,           0.0080757,            0.012726,             0.99739,                   1,               0.995,             0.87885,            0.036211,           0.0042498,            0.013348,            0.006205,            0.006205,            0.006205
                 117,            0.035854,           0.0069345,            0.012384,             0.99703,                   1,               0.995,             0.86339,            0.036039,           0.0043208,            0.013353,            0.006172,            0.006172,            0.006172
                 118,            0.037551,           0.0077323,            0.012223,             0.99639,                   1,               0.995,             0.88164,            0.037839,           0.0042066,            0.013215,            0.006139,            0.006139,            0.006139
                 119,            0.036886,           0.0078971,            0.012433,             0.99751,                   1,               0.995,             0.84009,            0.037008,           0.0042289,            0.013191,            0.006106,            0.006106,            0.006106
                 120,            0.035974,           0.0078615,            0.011904,              0.9966,                   1,               0.995,             0.87173,            0.037198,           0.0043119,            0.013126,            0.006073,            0.006073,            0.006073
                 121,             0.03734,           0.0086317,            0.012505,              0.9963,                   1,               0.995,             0.91394,            0.035112,           0.0041382,            0.013101,             0.00604,             0.00604,             0.00604
                 122,            0.035114,            0.007954,            0.012068,             0.99737,                   1,               0.995,             0.83899,            0.038555,           0.0043358,            0.013141,            0.006007,            0.006007,            0.006007
                 123,            0.034201,           0.0075573,            0.011341,             0.99776,                   1,               0.995,             0.88124,            0.035643,           0.0041475,            0.013062,            0.005974,            0.005974,            0.005974
                 124,            0.037738,           0.0070476,            0.012298,             0.99809,                   1,               0.995,             0.79517,            0.038496,           0.0047848,            0.013146,            0.005941,            0.005941,            0.005941
                 125,            0.037319,           0.0072815,            0.012701,             0.99731,                   1,               0.995,              0.9379,            0.035181,           0.0042447,            0.013215,            0.005908,            0.005908,            0.005908
                 126,            0.035946,            0.007763,            0.011815,             0.99857,                   1,               0.995,             0.89844,            0.036566,           0.0042818,             0.01329,            0.005875,            0.005875,            0.005875
                 127,            0.034936,           0.0069152,            0.011643,             0.99938,                   1,               0.995,             0.82792,            0.037316,           0.0043601,            0.013362,            0.005842,            0.005842,            0.005842
                 128,            0.036015,           0.0073005,             0.01181,             0.99822,                   1,               0.995,             0.82505,            0.037403,            0.004683,            0.013347,            0.005809,            0.005809,            0.005809
                 129,            0.037429,            0.007353,            0.012765,             0.99753,                   1,               0.995,              0.8819,            0.036359,           0.0044713,            0.013352,            0.005776,            0.005776,            0.005776
                 130,            0.035274,           0.0079941,            0.011516,             0.99724,                   1,               0.995,             0.82505,            0.039782,           0.0044659,             0.01319,            0.005743,            0.005743,            0.005743
