               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  99,            0.024298,           0.0076748,           0.0063201,             0.99941,             0.99206,             0.99497,             0.92563,            0.023027,           0.0047715,           0.0067977,            0.006766,            0.006766,            0.006766
                 100,            0.024646,           0.0078723,           0.0063841,             0.99975,             0.99206,             0.99497,             0.92292,            0.023168,           0.0048616,           0.0068171,            0.006733,            0.006733,            0.006733
                 101,            0.023887,            0.007873,           0.0061784,             0.99735,             0.99713,               0.995,             0.92327,            0.023287,           0.0049548,           0.0068409,              0.0067,              0.0067,              0.0067
                 102,            0.024051,           0.0076721,           0.0062299,             0.99766,             0.99733,               0.995,              0.9278,            0.023159,            0.004808,           0.0068385,            0.006667,            0.006667,            0.006667
                 103,            0.023916,           0.0076247,           0.0060574,             0.99968,             0.99206,             0.99497,              0.9108,            0.023109,           0.0048514,           0.0068754,            0.006634,            0.006634,            0.006634
                 104,            0.023392,           0.0073643,            0.006137,             0.99943,             0.99206,             0.99492,             0.92264,             0.02318,           0.0049289,           0.0068886,            0.006601,            0.006601,            0.006601
                 105,             0.02331,           0.0074455,           0.0061705,              0.9987,              0.9947,               0.995,             0.91846,            0.023101,           0.0048156,           0.0068081,            0.006568,            0.006568,            0.006568
                 106,            0.023708,           0.0074399,           0.0061729,             0.99766,             0.99735,               0.995,             0.91384,            0.023779,           0.0048245,            0.006786,            0.006535,            0.006535,            0.006535
                 107,            0.024682,           0.0076091,           0.0063201,             0.99736,             0.99608,               0.995,             0.92538,            0.022932,           0.0048027,           0.0069121,            0.006502,            0.006502,            0.006502
                 108,            0.024103,           0.0076171,           0.0064082,             0.99978,             0.99206,             0.99492,             0.92408,            0.022887,           0.0047588,           0.0068742,            0.006469,            0.006469,            0.006469
                 109,            0.024005,           0.0077056,           0.0059836,             0.99742,             0.99734,               0.995,             0.91806,            0.023442,           0.0048835,           0.0068591,            0.006436,            0.006436,            0.006436
                 110,            0.023565,           0.0076185,           0.0063177,             0.99809,             0.99735,               0.995,             0.92545,             0.02305,           0.0047888,           0.0068848,            0.006403,            0.006403,            0.006403
                 111,            0.023706,           0.0075943,           0.0061488,             0.99817,             0.99735,               0.995,             0.92509,            0.022986,           0.0050366,           0.0069966,             0.00637,             0.00637,             0.00637
                 112,            0.024305,           0.0078003,           0.0063692,             0.99837,              0.9947,               0.995,             0.92455,            0.022727,           0.0046363,           0.0068582,            0.006337,            0.006337,            0.006337
                 113,            0.023093,           0.0072049,           0.0062618,             0.99838,             0.99471,               0.995,             0.92827,            0.022666,           0.0045298,           0.0068095,            0.006304,            0.006304,            0.006304
                 114,            0.023858,           0.0076862,           0.0062865,             0.99947,             0.99471,               0.995,             0.92272,            0.022792,           0.0045804,            0.006819,            0.006271,            0.006271,            0.006271
                 115,            0.024215,           0.0076315,           0.0063403,             0.99901,             0.99735,               0.995,             0.92363,            0.022779,           0.0046049,           0.0067869,            0.006238,            0.006238,            0.006238
                 116,            0.022694,           0.0073517,           0.0058827,             0.99765,             0.99735,               0.995,             0.92804,            0.022402,           0.0044633,           0.0066857,            0.006205,            0.006205,            0.006205
                 117,            0.023268,           0.0073984,            0.006277,             0.99824,             0.99735,               0.995,             0.93155,            0.022386,           0.0045984,           0.0066984,            0.006172,            0.006172,            0.006172
                 118,            0.023369,           0.0073711,           0.0061345,             0.99995,             0.99207,               0.995,              0.9271,            0.022664,           0.0045672,           0.0067806,            0.006139,            0.006139,            0.006139
                 119,            0.022801,           0.0074184,            0.005957,             0.99744,             0.99471,               0.995,             0.91541,            0.023244,           0.0047871,           0.0068717,            0.006106,            0.006106,            0.006106
                 120,            0.024271,           0.0074259,           0.0063663,             0.99792,              0.9947,               0.995,             0.93058,            0.022847,           0.0045277,           0.0067282,            0.006073,            0.006073,            0.006073
                 121,            0.023593,           0.0076306,           0.0061387,             0.99787,             0.99471,               0.995,             0.92978,            0.022649,            0.004454,           0.0067222,             0.00604,             0.00604,             0.00604
                 122,            0.023847,           0.0077411,           0.0064349,             0.99968,             0.99206,             0.99497,             0.91694,             0.02275,           0.0045884,           0.0067773,            0.006007,            0.006007,            0.006007
                 123,            0.023374,            0.007436,           0.0062901,             0.99736,             0.99562,               0.995,             0.93119,            0.022505,           0.0045476,           0.0068392,            0.005974,            0.005974,            0.005974
                 124,            0.022647,           0.0070905,           0.0061144,             0.99954,             0.99206,             0.99497,             0.92642,            0.022829,           0.0047422,           0.0068464,            0.005941,            0.005941,            0.005941
                 125,            0.023297,           0.0076995,           0.0062091,             0.99936,             0.99206,             0.99497,             0.93743,            0.022508,           0.0045648,           0.0067979,            0.005908,            0.005908,            0.005908
                 126,            0.023577,           0.0075584,           0.0064058,             0.99968,             0.99207,               0.995,             0.92648,            0.022895,           0.0046688,            0.006734,            0.005875,            0.005875,            0.005875
                 127,             0.02301,           0.0074933,           0.0060932,             0.99734,             0.99677,               0.995,             0.92926,            0.022631,           0.0047083,           0.0067759,            0.005842,            0.005842,            0.005842
                 128,            0.022905,           0.0069774,           0.0061289,             0.99964,             0.99206,             0.99495,             0.92869,            0.022506,           0.0046792,           0.0067536,            0.005809,            0.005809,            0.005809
                 129,            0.022912,           0.0072971,           0.0061112,             0.99822,             0.99471,               0.995,             0.92959,             0.02282,           0.0047724,           0.0067813,            0.005776,            0.005776,            0.005776
                 130,            0.023076,           0.0072822,           0.0061673,             0.99985,             0.99206,             0.99495,             0.92703,            0.022761,           0.0046229,           0.0067372,            0.005743,            0.005743,            0.005743
                 131,            0.023372,           0.0073027,            0.006549,             0.99817,             0.99471,               0.995,              0.9218,            0.022348,           0.0045602,           0.0067321,             0.00571,             0.00571,             0.00571
                 132,            0.022893,           0.0072284,           0.0060259,             0.99985,             0.99206,             0.99497,             0.93071,            0.022562,           0.0045769,           0.0067435,            0.005677,            0.005677,            0.005677
                 133,            0.023092,           0.0072928,            0.006284,             0.99969,             0.99206,             0.99492,             0.92807,              0.0227,           0.0046231,           0.0067107,            0.005644,            0.005644,            0.005644
                 134,            0.022966,           0.0071246,           0.0060282,             0.99999,             0.99206,             0.99492,             0.92446,            0.022741,           0.0047278,           0.0067088,            0.005611,            0.005611,            0.005611
                 135,            0.022711,           0.0073253,           0.0059486,             0.99739,              0.9947,               0.995,             0.93309,            0.022305,           0.0046339,           0.0067164,            0.005578,            0.005578,            0.005578
